,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,county,state
230287,7191080335,eugene,22745,2014.0,chevrolet,tahoe ls,,8 cylinders,gas,91115.0,clean,automatic,4wd,,SUV,,,or
194211,7189017919,indianapolis,5900,2010.0,ford,fusion,excellent,4 cylinders,gas,108000.0,clean,automatic,fwd,,,red,,in
348316,7193929047,southeast missouri,19500,2020.0,chevrolet,traverse,,,gas,,clean,automatic,,,,,,mo
342140,7179255906,richmond,21888,2012.0,cadillac,escalade,,8 cylinders,,112988.0,,automatic,,,SUV,white,,va
173803,7196887609,roanoke,4970,,,,,,,,,,,,,,,va
171258,7192513081,las vegas,4400,2012.0,mitsubishi,galant fe,good,4 cylinders,gas,144000.0,clean,automatic,fwd,mid-size,sedan,white,,nv
257040,7189062220,mcallen / edinburg,28822,2017.0,ford,explorer,,6 cylinders,gas,40783.0,clean,automatic,fwd,full-size,SUV,silver,,tx
303829,7194468529,kalamazoo,6499,2010.0,chevrolet,impala,good,6 cylinders,gas,118245.0,clean,automatic,fwd,,sedan,white,,mi
100345,7196267980,chicago,9800,,,,,,,,,,,,,,,il
251995,7182708586,green bay,30950,2015.0,chevrolet,silverado 2500hd,,8 cylinders,diesel,125893.0,clean,automatic,4wd,,truck,white,,wi
32792,7189455848,bend,166,2013.0,volkswagen,passat 4dr sdn 2.0l,,4 cylinders,diesel,71349.0,clean,automatic,fwd,,sedan,,,or
207095,7186589835,buffalo,3100,2003.0,chevrolet,astro,,,gas,,clean,automatic,,,,,,ny
269920,7186307341,memphis,1750,2010.0,hyundai,elantra,excellent,4 cylinders,gas,,clean,automatic,fwd,mid-size,sedan,red,,tn
123082,7195334262,central michigan,8000,,,,,,,,,,,,,,,mi
390313,7181050691,knoxville,4950,2005.0,dodge,dakota,good,8 cylinders,gas,,clean,automatic,4wd,,,,,tn
37962,7195380938,minneapolis / st paul,9988,,,,,,,,,,,,,,,mn
416836,7193263965,el paso,11995,2014.0,chevrolet,malibu,excellent,4 cylinders,gas,90289.0,clean,manual,fwd,mid-size,sedan,grey,,tx
202386,7192716665,modesto,8499,2011.0,ford,flex,,,gas,,clean,automatic,,,,,,ca
203040,7192553663,modesto,12950,2012.0,toyota,prius,excellent,4 cylinders,hybrid,,clean,automatic,,,hatchback,,,ca
333021,7179582547,st cloud,17999,2017.0,ford,escape,,,gas,83060.0,clean,automatic,,,,black,,mn
127007,7196785887,cincinnati,0,,,,,,,,,,,,,,,oh
95570,7196600344,spokane / coeur d'alene,1300,,,,,,,,,,,,,,,id
375761,7192329313,rhode island,1000,2015.0,ford,f-350,excellent,,diesel,,clean,automatic,4wd,,,red,,ri
75798,7194196286,akron / canton,16495,2013.0,toyota,camry se,like new,,gas,101294.0,clean,automatic,fwd,mid-size,sedan,white,,oh
141831,7191513387,st cloud,2500,1999.0,chevrolet,tahoe lt,,,gas,205000.0,clean,automatic,,,,,,mn
153439,7189049318,tucson,3800,2004.0,hyundai,santa fe v6 2.7l,good,6 cylinders,gas,161240.0,clean,automatic,4wd,full-size,SUV,red,,az
263010,7183534318,new haven,44000,2016.0,chevrolet,corvette,excellent,8 cylinders,gas,21000.0,clean,manual,rwd,mid-size,coupe,grey,,ct
130965,7195937242,cincinnati,4800,,,,,,,,,,,,,,,oh
343691,7181603955,dayton / springfield,47900,2008.0,chevrolet,c5,,,diesel,156698.0,clean,automatic,4wd,,other,white,,oh
328639,7190871672,omaha / council bluffs,11900,2013.0,volkswagen,jetta,,,gas,91837.0,clean,automatic,,,other,black,,ia
326291,7191762516,orlando,6000,2006.0,chevrolet,silverado,good,8 cylinders,gas,161377.0,clean,automatic,rwd,full-size,other,white,,fl
286144,7192202971,colorado springs,36900,2018.0,ford,f-150 xlt,,6 cylinders,gas,23078.0,clean,automatic,4wd,,,,,co
388464,7194920687,denver,1425,2000.0,kia,sephia,fair,4 cylinders,gas,199000.0,clean,manual,fwd,compact,sedan,white,,co
324162,7192488031,orlando,3588,2008.0,lincoln,mkz,excellent,6 cylinders,gas,135000.0,clean,automatic,fwd,full-size,sedan,white,,fl
381579,7190733051,eau claire,28995,2017.0,ford,f-350 super duty,excellent,8 cylinders,gas,103262.0,clean,automatic,4wd,full-size,truck,white,,wi
289020,7183511526,ft myers / SW florida,2700,2002.0,bmw,525i,good,,gas,127000.0,clean,automatic,,,sedan,white,,fl
423183,7184039803,the thumb,4995,2011.0,ford,escape,,,gas,168588.0,clean,automatic,,,,,,mi
188517,7194311655,pittsburgh,2499,1998.0,jeep,grand cherokee,good,8 cylinders,gas,167056.0,clean,automatic,4wd,full-size,SUV,red,,pa
219995,7188315219,redding,12988,2012.0,bmw,328i turbo - new tires - leather seats,excellent,4 cylinders,gas,,clean,automatic,rwd,compact,sedan,grey,,ca
4188,7189865789,reno / tahoe,14995,2006.0,honda,pilot,good,6 cylinders,gas,45790.0,clean,automatic,4wd,full-size,SUV,blue,,ca
294700,7185611785,des moines,6995,2008.0,saturn,outlook,excellent,6 cylinders,gas,141755.0,clean,automatic,,,SUV,,,ia
145152,7190770927,high rockies,7500,1974.0,jeep,cj5,good,8 cylinders,gas,,clean,manual,4wd,mid-size,other,orange,,co
387589,7195176738,denver,17499,2013.0,ford,f150 supercrew cab,,8 cylinders,other,112968.0,clean,automatic,4wd,,pickup,white,,co
296564,7194855076,detroit metro,1500,1983.0,ford,mustang convertible,fair,,gas,,clean,automatic,,,,black,,mi
81625,7195337738,long island,59995,,,,,,,,,,,,,,,ny
146955,7196597314,salem,211,,,,,,,,,,,,,,,or
86298,7196541679,new york city,6800,,,,,,,,,,,,,,,ny
300413,7185353940,des moines,15995,2012.0,ford,f-250,excellent,8 cylinders,gas,128104.0,clean,automatic,4wd,,truck,,,ia
182169,7193298700,northern WI,15995,2011.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,223470.0,clean,automatic,4wd,full-size,truck,white,,wi
223676,7194220151,corpus christi,23725,2017.0,lincoln,mkc,,4 cylinders,gas,18468.0,clean,automatic,fwd,compact,SUV,black,,tx
314228,7193959638,winchester,16299,2019.0,nissan,altima,like new,4 cylinders,gas,40857.0,clean,automatic,,full-size,sedan,blue,,va
256512,7182588948,muskegon,10500,2010.0,acura,mdx,excellent,6 cylinders,gas,149000.0,clean,automatic,,mid-size,SUV,grey,,mi
318802,7194692653,san diego,22900,2016.0,ford,explorer,excellent,6 cylinders,gas,54322.0,clean,automatic,fwd,full-size,SUV,blue,,ca
139929,7188409037,anchorage / mat-su,16999,2018.0,dodge,grand caravan se,,,gas,37184.0,clean,automatic,,,,,,ak
74713,7194316832,akron / canton,22999,2013.0,ford,f250,excellent,8 cylinders,gas,100723.0,clean,automatic,4wd,,pickup,,,oh
313958,7194195518,the thumb,15995,2012.0,chevrolet,silverado 2500hd,,,gas,213749.0,clean,automatic,,,,,,mi
276064,7183955694,florence / muscle shoals,34998,2015.0,ram,2500,excellent,,gas,191495.0,clean,manual,4wd,,pickup,,,al
227059,7178939396,duluth / superior,25321,2015.0,ford,f-150,,,gas,67843.0,clean,automatic,4wd,,,white,,mn
102090,7192776888,duluth / superior,8299,2010.0,ford,taurus,excellent,,gas,,clean,automatic,,,,,,mn
124988,7185938199,palm springs,6500,2012.0,volkswagen,jetta s,excellent,4 cylinders,gas,102000.0,clean,automatic,,,sedan,,,ca
237808,7184016984,rhode island,1500,2006.0,honda,pilot ex,,,gas,202114.0,clean,automatic,,,,,,ri
301609,7194265155,grand rapids,0,2019.0,kia,sorento lx,,,gas,,clean,automatic,,,,,,mi
134770,7195384569,oklahoma city,19998,,,,,,,,,,,,,,,ok
388426,7189589248,glens falls,15000,1972.0,chevrolet,c-10,excellent,8 cylinders,gas,34000.0,clean,manual,rwd,full-size,pickup,blue,,ny
338137,7194821054,eau claire,8000,2015.0,nissan,altima 2.5 s,good,4 cylinders,gas,93000.0,lien,automatic,fwd,mid-size,sedan,grey,,wi
251555,7180304455,jersey shore,17995,2017.0,honda,accord sedan,,,gas,25518.0,clean,automatic,,,,,,nj
172579,7194371818,spokane / coeur d'alene,21993,2015.0,rover,discovery sport,,4 cylinders,gas,85953.0,clean,automatic,4wd,,SUV,,,id
256697,7182668048,northern michigan,6000,1994.0,chevrolet,c/k 3500 series k3500,good,8 cylinders,diesel,132000.0,clean,automatic,4wd,full-size,,white,,mi
269910,7190982917,nashville,4900,2006.0,ford,500,good,6 cylinders,gas,97000.0,clean,automatic,fwd,,sedan,custom,,tn
172293,7185979327,east idaho,10995,2013.0,honda,odyssey ex,excellent,6 cylinders,gas,139291.0,clean,automatic,fwd,mid-size,mini-van,silver,,id
42267,7190715592,jacksonville,0,2019.0,gmc,savana,good,8 cylinders,gas,12815.0,clean,automatic,rwd,mid-size,van,white,,nc
18619,7195707829,los angeles,8500,,,,,,,,,,,,,,,ca
315489,7191809381,florida keys,22000,2012.0,bmw,x5 xdrive35i,like new,6 cylinders,gas,1200.0,clean,automatic,rwd,mid-size,SUV,brown,,fl
163573,7196312336,houston,16400,,,,,,,,,,,,,,,tx
78212,7191919660,boston,10000,2010.0,ford,e350 box truck,excellent,8 cylinders,gas,143000.0,clean,automatic,rwd,full-size,truck,white,,ma
167992,7196421838,san antonio,0,,,,,,,,,,,,,,,tx
159439,7193063590,raleigh / durham / CH,23595,2010.0,ram,3500 laramie dually,,8 cylinders,diesel,248100.0,clean,automatic,,,,,,nc
252527,7191081164,salem,0,2016.0,toyota,prius four touring,,4 cylinders,hybrid,,clean,automatic,fwd,,hatchback,,,or
418080,7185825149,norfolk / hampton roads,8499,2006.0,mercedes-benz,benz s350,good,6 cylinders,gas,197365.0,clean,automatic,fwd,full-size,sedan,silver,,va
183956,7194244741,twin falls,331,2014.0,ford,explorer limited,good,,gas,64676.0,clean,other,,,SUV,brown,,id
311440,7187783674,omaha / council bluffs,14900,2013.0,ford,explorer,,,gas,,clean,automatic,,,,,,ia
96681,7196127279,spokane / coeur d'alene,3500,,,,,,,,,,,,,,,id
62319,7196012544,denver,13500,,,,,,,,,,,,,,,co
80192,7196424021,long island,12000,,,,,,,,,,,,,,,ny
101839,7195669867,chicago,16950,,,,,,,,,,,,,,,il
167349,7196786508,san antonio,12990,,,,,,,,,,,,,,,tx
230385,7191049424,eugene,1,2008.0,chevrolet,silverado 1500,good,8 cylinders,gas,,clean,automatic,4wd,,sedan,,,or
7170,7191560639,san antonio,0,2015.0,volvo,s60,like new,4 cylinders,gas,90239.0,clean,automatic,fwd,,,black,,tx
270635,7183623451,memphis,10000,1976.0,chevrolet,pickup,good,8 cylinders,gas,,clean,automatic,rwd,full-size,pickup,grey,,tn
197092,7192775822,hudson valley,3200,2006.0,honda,civic sedan lx,excellent,4 cylinders,gas,174800.0,clean,automatic,,,sedan,white,,ny
11188,7196807576,upper peninsula,10995,,,,,,,,,,,,,,,mi
135325,7196521523,tulsa,2995,,,,,,,,,,,,,,,ok
355159,7191045435,baltimore,1400,2009.0,nissan,maxima,excellent,6 cylinders,gas,,clean,automatic,,,,,,md
108651,7196157832,"kansas city, MO",54575,,,,,,,,,,,,,,,ks
397017,7189370399,akron / canton,4800,2013.0,,suzuki sx4,,,gas,110000.0,clean,automatic,4wd,,,,,oh
23684,7195901957,orange county,9800,,,,,,,,,,,,,,,ca
242380,7181641564,western massachusetts,34990,2018.0,ram,1500 crew cab big horn,good,8 cylinders,gas,42933.0,clean,other,4wd,,pickup,black,,ma
146125,7186875359,reno / tahoe,4500,2003.0,volkswagen,new beetle,,,diesel,,clean,manual,,,,,,ca
268408,7186514180,knoxville,12500,2016.0,chevrolet,colorado,like new,6 cylinders,gas,104500.0,clean,automatic,,,,,,tn
344571,7183228390,fayetteville,0,2019.0,toyota,corolla hatchback xse cvt,good,,other,49976.0,clean,other,fwd,,hatchback,silver,,ar
127470,7182397209,anchorage / mat-su,14995,2007.0,ford,f-150,,,gas,101739.0,clean,automatic,4wd,,pickup,,,ak
210794,7185926014,lancaster,19995,2013.0,ford,mustang,good,8 cylinders,gas,102621.0,clean,manual,rwd,sub-compact,coupe,black,,pa
276877,7182155424,great falls,11998,2015.0,toyota,corolla s,,,gas,86320.0,clean,automatic,fwd,,sedan,,,mt
295272,7181451010,rochester,11990,2016.0,chevrolet,malibu limited,,,gas,57749.0,clean,automatic,fwd,,sedan,white,,ny
217751,7186651169,philadelphia,0,2012.0,toyota,sienna,,6 cylinders,gas,199312.0,clean,automatic,4wd,,van,grey,,pa
416031,7182767046,valdosta,8500,2002.0,ford,f350,,8 cylinders,diesel,252000.0,clean,manual,rwd,,truck,,,ga
93304,7195774580,boise,168,,,,,,,,,,,,,,,id
150353,7195731032,york,26500,,,,,,,,,,,,,,,pa
240144,7184736019,rochester,15500,2015.0,honda,cr-v,excellent,4 cylinders,gas,50000.0,clean,automatic,4wd,,SUV,,,ny
212202,7186507738,yuba-sutter,8488,2015.0,hyundai,elantra - recently smogge - gas saver - great comm,excellent,4 cylinders,gas,,clean,automatic,fwd,mid-size,sedan,silver,,ca
234846,7186216055,rhode island,56995,2004.0,,FREIGHTLINER FL70,,,diesel,68007.0,clean,automatic,4wd,,truck,red,,ri
153773,7196723571,nashville,10500,,,,,,,,,,,,,,,tn
403859,7190462047,upper peninsula,16000,2007.0,ram,2500,,6 cylinders,diesel,230000.0,clean,automatic,4wd,,,grey,,mi
46042,7196282333,billings,69998,,,,,,,,,,,,,,,mt
11019,7189762101,oklahoma city,18500,2004.0,chevrolet,ssr,like new,8 cylinders,gas,36625.0,clean,automatic,rwd,,convertible,black,,ok
376674,7192392819,columbia,443,2016.0,ford,escape titanium,like new,4 cylinders,gas,79000.0,lien,automatic,fwd,mid-size,SUV,grey,,sc
264841,7192708290,oklahoma city,7200,2004.0,toyota,tundra,good,8 cylinders,gas,,clean,automatic,4wd,full-size,pickup,red,,ok
112102,7194834437,northern panhandle,0,2011.0,chevrolet,colorado 2lt,excellent,6 cylinders,gas,104564.0,clean,automatic,4wd,mid-size,pickup,black,,oh
67706,7180233390,zanesville / cambridge,5950,2008.0,cadillac,dts premium,excellent,,gas,108000.0,clean,automatic,,,,,,oh
159351,7196254562,dallas / fort worth,19978,,,,,,,,,,,,,,,tx
217113,7179040446,eastern CT,4000,2011.0,kia,sorento ex,fair,,gas,207000.0,clean,automatic,4wd,full-size,SUV,black,,ct
348417,7188681955,janesville,6750,2010.0,chrysler,town & country touring,good,6 cylinders,gas,140200.0,clean,automatic,fwd,full-size,mini-van,silver,,wi
121005,7193572745,tulsa,123456,1963.0,chevrolet,corvette,,,gas,,clean,manual,,,,,,ok
255718,7192894684,columbus,4850,2002.0,toyota,tundra sr5 double cab,good,8 cylinders,gas,,clean,automatic,4wd,,,green,,oh
395232,7181947554,ventura county,6900,2016.0,chevrolet,spark,excellent,4 cylinders,gas,,clean,automatic,fwd,compact,hatchback,green,,ca
363754,7196149158,phoenix,19950,,,,,,,,,,,,,,,az
264370,7191516642,east idaho,12550,1987.0,toyota,,good,4 cylinders,gas,385000.0,clean,manual,4wd,full-size,pickup,green,,id
261728,7183898311,myrtle beach,40590,2019.0,ford,f150 super cab xlt pickup,good,6 cylinders,gas,4142.0,clean,automatic,4wd,,pickup,black,,sc
277749,7194808877,boston,9995,2008.0,chevrolet,silverado 1500 ext cab 4x4,like new,8 cylinders,gas,150000.0,clean,automatic,4wd,full-size,pickup,grey,,ma
20348,7190391228,lake of the ozarks,38000,2015.0,gmc,sierra 3500hd,,8 cylinders,diesel,51932.0,salvage,automatic,4wd,full-size,pickup,black,,mo
201559,7191661079,rochester,6395,2008.0,subaru,legacy,excellent,4 cylinders,gas,102137.0,clean,automatic,4wd,compact,sedan,black,,ny
103458,7185057663,kalispell,22900,2017.0,honda,cr-v,excellent,4 cylinders,gas,30450.0,clean,automatic,fwd,compact,SUV,grey,,mt
223792,7193645653,corpus christi,6901,2008.0,ford,edge,,6 cylinders,gas,141500.0,clean,automatic,fwd,mid-size,SUV,white,,tx
286829,7188775106,fredericksburg,6700,2015.0,ford,focus se,,,gas,,clean,automatic,,,,,,va
202904,7192612313,modesto,10351,2015.0,ford,focus se,like new,4 cylinders,gas,51733.0,clean,automatic,fwd,mid-size,hatchback,grey,,ca
222965,7189207499,reno / tahoe,8999,2008.0,ford,econoline wagon,excellent,8 cylinders,gas,168255.0,clean,automatic,rwd,full-size,,white,,ca
292896,7193513461,western massachusetts,20990,2014.0,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,50063.0,clean,automatic,rwd,,coupe,red,,ma
199398,7180303480,lewiston / clarkston,1,2008.0,toyota,rav4 limited awd,excellent,6 cylinders,gas,196000.0,clean,automatic,4wd,mid-size,van,brown,,id
82432,7194542240,cincinnati,4000,2005.0,audi,a6 3.2 quattro,fair,6 cylinders,gas,93250.0,clean,automatic,4wd,full-size,coupe,white,,oh
79825,7196319666,tampa bay area,13995,,,,,,,,,,,,,,,fl
128588,7196161152,grand rapids,36171,,,,,,,,,,,,,,,mi
266970,7183368341,grand forks,18990,2013.0,chevrolet,tahoe lt,excellent,8 cylinders,gas,119314.0,clean,automatic,4wd,full-size,SUV,red,,nd
81119,7195873352,long island,0,,,,,,,,,,,,,,,ny
266033,7191474260,greenville / upstate,3700,2008.0,subaru,forester,,,gas,208000.0,clean,automatic,,,,,,sc
62433,7193009608,kennewick-pasco-richland,49999,2018.0,gmc,sierra 2500 hd all terrain,,,gas,46295.0,clean,automatic,4wd,,truck,blue,,wa
412094,7179314554,akron / canton,5800,2008.0,chevrolet,trailblazer lt 4x4,,6 cylinders,gas,143034.0,clean,automatic,4wd,,SUV,blue,,oh
235154,7194949038,tucson,11995,2013.0,kia,optima sxl,,4 cylinders,gas,85545.0,clean,automatic,fwd,,sedan,black,,az
286140,7193952530,orange county,500,2007.0,dodge,caliber sxt,,,gas,,clean,automatic,fwd,,wagon,black,,ca
49146,7196275197,hickory / lenoir,6900,,,,,,,,,,,,,,,nc
285637,7185855921,des moines,3995,2009.0,chevrolet,hhr ls,excellent,4 cylinders,gas,122000.0,clean,automatic,4wd,,,red,,ia
37278,7196215926,san diego,29900,,,,,,,,,,,,,,,ca
305750,7192910262,fort collins / north CO,0,2018.0,subaru,forester,,,gas,32727.0,clean,automatic,,,SUV,red,,co
238525,7193746195,bakersfield,23990,2018.0,ford,mustang ecoboost premium,good,,gas,36271.0,clean,automatic,rwd,,other,silver,,ca
182674,7191181856,orlando,0,2018.0,ford,f350 super duty crew c,,,diesel,108938.0,clean,automatic,4wd,,,,,fl
232206,7194409176,muncie / anderson,2700,2006.0,saturn,ion 3,excellent,4 cylinders,gas,151000.0,clean,automatic,fwd,mid-size,sedan,green,,in
213102,7183477016,boulder,16990,2012.0,jeep,grand cherokee laredo sport,good,6 cylinders,other,63735.0,clean,other,4wd,,SUV,red,,co
341699,7180101232,cedar rapids,10995,2010.0,toyota,venza,excellent,6 cylinders,gas,118721.0,clean,automatic,4wd,,SUV,white,,ia
200188,7185236815,albuquerque,211,2000.0,toyota,camry 4dr sdn ce manual,,,gas,112106.0,clean,automatic,fwd,,sedan,green,,nm
88511,7196356738,new york city,29888,,,,,,,,,,,,,,,ny
87651,7192719303,detroit metro,8000,2007.0,cadillac,escalade esv,,,gas,,clean,automatic,,,,,,mi
187999,7195048373,pittsburgh,5800,2007.0,mercedes-benz,ben e320,like new,6 cylinders,diesel,183000.0,clean,automatic,,,,,,pa
226848,7194680719,dallas / fort worth,2300,2000.0,toyota,camry,good,4 cylinders,gas,149000.0,clean,automatic,rwd,full-size,sedan,silver,,tx
298468,7193890543,detroit metro,25995,2011.0,ford,f-350 sd,good,8 cylinders,diesel,158643.0,clean,automatic,4wd,full-size,truck,black,,mi
16903,7192675566,southeast IA,6900,2013.0,volkswagen,passat,,4 cylinders,diesel,157000.0,clean,automatic,,,,,,ia
65873,7196651576,high rockies,3500,,,,,,,,,,,,,,,co
383129,7180272009,wenatchee,24999,2017.0,ford,edge sel awd gas suv auto,,,gas,51909.0,clean,automatic,4wd,,SUV,black,,wa
353878,7194017325,great falls,6900,2002.0,gmc,sierra 1500,,,gas,,clean,automatic,,,,,,mt
122247,7196823521,worcester / central MA,6799,,,,,,,,,,,,,,,ma
102864,7180000058,winston-salem,10500,2011.0,audi,a3 tdi,good,,diesel,80440.0,clean,automatic,fwd,,,grey,,nc
276363,7186682383,south bend / michiana,39997,2015.0,gmc,sierra 1500,excellent,8 cylinders,gas,51141.0,clean,automatic,4wd,full-size,pickup,black,,in
405509,7192435855,"st louis, MO",29903,2020.0,chevrolet,impala,,,gas,2.0,clean,automatic,fwd,,,,,il
121512,7195474816,south coast,8500,,,,,,,,,,,,,,,ma
190918,7194521199,poconos,16401,2014.0,audi,q7,,6 cylinders,gas,109958.0,clean,automatic,4wd,,SUV,grey,,pa
151620,7192781053,asheville,9950,2012.0,honda,civic ex-l,excellent,4 cylinders,gas,77000.0,lien,automatic,fwd,compact,sedan,silver,,nc
234029,7190539709,medford-ashland,0,2011.0,mercedes-benz,m-class ml 350 4m,,6 cylinders,gas,93747.0,clean,automatic,4wd,,SUV,,,or
207732,7192786277,reno / tahoe,21990,2019.0,hyundai,kona se,excellent,4 cylinders,gas,18191.0,clean,automatic,4wd,,SUV,,,ca
202157,7178689539,pullman / moscow,0,2019.0,ford,expedition platinum max 4x4,,,gas,30029.0,clean,automatic,4wd,,SUV,green,,id
337328,7185462366,youngstown,2900,1948.0,chevrolet,aerosedan,fair,other,gas,,clean,manual,rwd,full-size,sedan,brown,,oh
81676,7195304962,long island,14900,,,,,,,,,,,,,,,ny
352645,7181049319,bellingham,14995,2014.0,cadillac,ats 2.5l,good,4 cylinders,gas,84085.0,clean,automatic,rwd,,sedan,,,wa
168810,7193766351,salem,13995,2016.0,kia,forte,excellent,4 cylinders,gas,44199.0,clean,automatic,fwd,mid-size,sedan,grey,,or
279280,7194928281,monterey bay,9700,2000.0,lexus,es 300,like new,,gas,26731.0,clean,automatic,,,,,,ca
17670,7196665548,madison,18988,,,,,,,,,,,,,,,wi
259334,7181446098,fargo / moorhead,7900,2009.0,honda,civi lx,excellent,,gas,,clean,automatic,fwd,,,,,mn
40528,7191683232,baton rouge,27436,2020.0,chevrolet,colorado lt 2wd 128wb,good,6 cylinders,other,21435.0,clean,automatic,,,pickup,white,,la
145731,7195998922,portland,0,,,,,,,,,,,,,,,or
71885,7187016247,wenatchee,16999,2019.0,nissan,sentra sr fwd gas sedan,,,gas,43180.0,clean,automatic,fwd,,sedan,black,,wa
353584,7189504133,central NJ,5995,2010.0,kia,soul,,4 cylinders,gas,138153.0,clean,automatic,fwd,,sedan,grey,,nj
326531,7180243197,waco,21990,2017.0,hyundai,tucson sport suv 4d,good,,gas,27760.0,clean,automatic,fwd,,other,silver,,tx
370770,7196739744,texarkana,12900,,,,,,,,,,,,,,,ar
56560,7196622061,north jersey,8000,,,,,,,,,,,,,,,nj
5278,7179091529,stockton,0,2012.0,,Bentley Continental GTC Base,good,,other,30713.0,clean,automatic,,,other,,,ca
346824,7194913237,milwaukee,7990,2010.0,dodge,grand caravan,excellent,,gas,118080.0,clean,automatic,fwd,,mini-van,blue,,wi
400017,7189399032,cincinnati,8413,2010.0,toyota,corolla,,4 cylinders,gas,103713.0,clean,automatic,fwd,,sedan,blue,,oh
286422,7193906751,orange county,9500,2012.0,chevrolet,express,excellent,6 cylinders,gas,162627.0,clean,automatic,rwd,,van,white,,ca
417140,7191909380,el paso,2900,2008.0,jeep,compass,good,4 cylinders,gas,158000.0,clean,manual,fwd,compact,hatchback,silver,,tx
21494,7196907540,modesto,11999,,,,,,,,,,,,,,,ca
46978,7196455525,missoula,1,,,,,,,,,,,,,,,mt
145005,7189831087,fort collins / north CO,5995,2012.0,chevrolet,cruze,good,4 cylinders,gas,110167.0,clean,manual,fwd,,sedan,blue,,co
355837,7190741325,birmingham,12795,2013.0,infiniti,g,,6 cylinders,gas,92430.0,clean,automatic,rwd,,sedan,white,,al
332359,7180496716,fredericksburg,0,2016.0,bmw,i3,,,other,58051.0,clean,automatic,,,other,,,va
371944,7192558703,pittsburgh,1500,2002.0,,saab 9-3,,4 cylinders,gas,144000.0,clean,manual,fwd,,,white,,pa
264181,7190795904,york,7500,2006.0,honda,civic lx,good,4 cylinders,gas,59000.0,clean,automatic,,mid-size,sedan,red,,pa
168943,7195828887,san antonio,1600,,,,,,,,,,,,,,,tx
228025,7192634939,utica-rome-oneida,700,2007.0,buick,lucern,fair,6 cylinders,gas,148803.0,clean,automatic,fwd,full-size,sedan,,,ny
183867,7192366329,south jersey,5500,2008.0,volkswagen,beetle,excellent,5 cylinders,gas,68000.0,clean,automatic,fwd,mid-size,coupe,yellow,,nj
88834,7196347813,hawaii,13500,,,,,,,,,,,,,,,hi
378155,7188262560,south jersey,11495,2014.0,nissan,rogue,excellent,,gas,121925.0,clean,automatic,4wd,,SUV,orange,,nj
161099,7195653221,dallas / fort worth,5900,,,,,,,,,,,,,,,tx
131507,7187264260,raleigh / durham / CH,12000,2012.0,chevrolet,volt,excellent,4 cylinders,electric,117600.0,clean,automatic,fwd,,hatchback,silver,,nc
377457,7194782913,raleigh / durham / CH,0,2017.0,nissan,rogue,,4 cylinders,gas,34310.0,clean,automatic,4wd,,SUV,blue,,nc
241847,7183277304,rochester,31995,2017.0,ford,super duty f-350 srw,excellent,8 cylinders,diesel,187000.0,clean,automatic,4wd,full-size,,grey,,ny
128653,7184221616,greensboro,0,2016.0,jeep,compass,,,gas,,clean,automatic,,,,,,nc
256826,7182153908,northern michigan,7495,2014.0,dodge,grand caravan,,,gas,159990.0,clean,automatic,,,,,,mi
340655,7190966288,kennewick-pasco-richland,79999,2019.0,ford,f350 powerstroke platinum,,,diesel,18643.0,clean,automatic,4wd,,truck,grey,,wa
194762,7193944593,greenville / upstate,18995,2004.0,jeep,wrangler,good,6 cylinders,gas,68746.0,clean,automatic,4wd,full-size,SUV,yellow,,sc
421170,7184374199,richmond,8900,2007.0,mercedes-benz,benz s550,excellent,8 cylinders,gas,,clean,automatic,4wd,,sedan,black,,va
267525,7181612899,wausau,3995,2010.0,ford,focus se,,,gas,139813.0,clean,automatic,,,,,,wi
293924,7193309408,eugene,2100,2009.0,,scion xb,good,4 cylinders,gas,232000.0,clean,automatic,fwd,compact,hatchback,purple,,or
4865,7193832615,"washington, DC",4300,2007.0,pontiac,g6,excellent,4 cylinders,gas,97000.0,clean,automatic,fwd,,sedan,green,,dc
183949,7195100898,birmingham,5980,2008.0,lincoln,mkx,,6 cylinders,gas,217048.0,,automatic,,,sedan,red,,al
200788,7194094491,anchorage / mat-su,23500,2020.0,hyundai,tucson,excellent,4 cylinders,gas,10000.0,lien,automatic,4wd,,SUV,black,,ak
251945,7194173385,wichita,14598,2011.0,ford,explorer,,,gas,112187.0,clean,automatic,4wd,,,black,,ks
412296,7178561262,akron / canton,50000,2012.0,,Porsche Panamera,,8 cylinders,gas,58531.0,clean,other,4wd,,sedan,grey,,oh
415697,7181695922,north central FL,8900,2004.0,chevrolet,2500hd duramax,,,diesel,,clean,automatic,,,,,,fl
13313,7195996785,tampa bay area,11999,,,,,,,,,,,,,,,fl
108237,7196664921,"kansas city, MO",700,,,,,,,,,,,,,,,ks
226051,7192541178,reno / tahoe,0,2015.0,volkswagen,passat,,4 cylinders,gas,183368.0,clean,automatic,fwd,,sedan,custom,,ca
301815,7192454689,medford-ashland,3999,2005.0,toyota,corolla,,,gas,,clean,automatic,,,,,,or
82082,7195129827,augusta,0,2014.0,chevrolet,silverado 1500,,8 cylinders,gas,25105.0,clean,automatic,rwd,,pickup,white,,ga
134669,7195931503,oklahoma city,27400,,,,,,,,,,,,,,,ok
34293,7180892046,dayton / springfield,16999,2016.0,ford,transit connect,,,gas,62156.0,clean,automatic,,,other,white,,oh
